Gene	Cytoband	(A) FLT3 mutation	(B) FLT3 non mutation	(A) FLT3 mutation	(B) FLT3 non mutation	Log Ratio	p-Value	q-Value	Higher expression in
RBP2	3q23	0.58	0.66	0.36	0.38	-0.07	0.235	0.452	(B) FLT3 non mutation
LPIN2	18p11.31	4.25	4.34	0.45	0.46	-0.09	0.235	0.452	(B) FLT3 non mutation
TRIP12	2q36.3	5.41	5.34	0.30	0.43	0.07	0.235	0.452	(A) FLT3 mutation
PWWP2A	5q33.3	3.24	3.16	0.39	0.38	0.08	0.235	0.452	(A) FLT3 mutation
ZMYM6	1p34.3	3.87	3.79	0.38	0.35	0.08	0.235	0.452	(A) FLT3 mutation
TMEM201	1p36.22	3.02	2.92	0.52	0.56	0.11	0.235	0.452	(A) FLT3 mutation
PSG4	19q13.31	0.00	0.02	0.01	0.13	-0.01	0.235	0.452	(B) FLT3 non mutation
C1ORF35	1q42.13	3.15	3.06	0.43	0.42	0.09	0.235	0.453	(A) FLT3 mutation
KRTAP5-AS1	11p15.5	0.06	0.09	0.12	0.10	-0.02	0.235	0.453	(B) FLT3 non mutation
TP73	1p36.32	0.79	0.64	0.74	0.62	0.14	0.236	0.453	(A) FLT3 mutation
MATR3	5q31.2	5.58	5.50	0.37	0.46	0.08	0.236	0.453	(A) FLT3 mutation
UGT1A10	2q37.1	0.01	0.02	0.03	0.06	-0.01	0.236	0.453	(B) FLT3 non mutation
RPS19	19q13.2	8.97	9.08	0.53	0.55	-0.11	0.236	0.454	(B) FLT3 non mutation
SPINT4	20q13.12	0.02	0.03	0.04	0.09	-0.01	0.236	0.454	(B) FLT3 non mutation
PCDHGA12	5q31.3	1.96	2.16	0.97	1.03	-0.20	0.236	0.454	(B) FLT3 non mutation
DENND6B	22q13.33	3.71	3.53	0.87	0.86	0.18	0.236	0.454	(A) FLT3 mutation
UBP1	3p22.3	5.02	4.96	0.23	0.34	0.05	0.236	0.454	(A) FLT3 mutation
KCNAB1	3q25.31	0.84	0.90	0.28	0.36	-0.06	0.236	0.454	(B) FLT3 non mutation
ABCA7	19p13.3	4.24	4.07	0.76	0.99	0.17	0.236	0.454	(A) FLT3 mutation
PPP1R3A	7q31.1	0.00	0.01	0.00	0.05	-0.01	0.236	0.454	(B) FLT3 non mutation
MLXIP	12q21.31	5.65	5.73	0.40	0.45	-0.08	0.236	0.454	(B) FLT3 non mutation
RPS20	8q12.1	8.00	8.12	0.57	0.59	-0.12	0.237	0.455	(B) FLT3 non mutation
RBBP8NL	20q13.33	0.01	0.02	0.02	0.03	-0.00	0.237	0.455	(B) FLT3 non mutation
ING3	7q31.31	2.11	2.18	0.31	0.44	-0.07	0.237	0.455	(B) FLT3 non mutation
MTRF1L	6q25.2	1.94	1.87	0.32	0.34	0.07	0.237	0.455	(A) FLT3 mutation
COMT	22q11.21	5.40	5.29	0.42	0.69	0.10	0.237	0.455	(A) FLT3 mutation
CLIC2	Xq28	2.15	1.88	1.32	1.27	0.26	0.237	0.455	(A) FLT3 mutation
TCF4	18q21.2	2.87	2.65	0.99	1.29	0.22	0.237	0.455	(A) FLT3 mutation
RAET1E	6q25.1	0.21	0.26	0.23	0.35	-0.05	0.237	0.455	(B) FLT3 non mutation
SNORA9	7p13	3.50	3.35	0.76	0.79	0.15	0.237	0.455	(A) FLT3 mutation
RFX5	1q21.3	5.00	4.93	0.30	0.39	0.07	0.237	0.455	(A) FLT3 mutation
CCDC9B	15q15.1	1.75	1.63	0.57	0.66	0.12	0.237	0.455	(A) FLT3 mutation
CLDN10	13q32.1	0.77	1.01	1.14	1.28	-0.24	0.237	0.456	(B) FLT3 non mutation
RAB3GAP2	1q41	3.95	3.88	0.31	0.39	0.07	0.237	0.456	(A) FLT3 mutation
TLR4	9q33.1	3.99	3.68	1.57	1.45	0.31	0.237	0.456	(A) FLT3 mutation
PPP1R14D	15q15.1	0.20	0.23	0.17	0.18	-0.03	0.237	0.456	(B) FLT3 non mutation
AURKAIP1	1p36.33	3.96	4.06	0.50	0.55	-0.10	0.238	0.456	(B) FLT3 non mutation
KDM2B	12q24.31	4.26	4.20	0.27	0.30	0.06	0.238	0.456	(A) FLT3 mutation
FAM104B	Xp11.21	2.40	2.48	0.38	0.42	-0.08	0.238	0.456	(B) FLT3 non mutation
CMKLR2		0.01	0.02	0.04	0.04	-0.01	0.238	0.456	(B) FLT3 non mutation
CXCL5	4q13.3	0.15	0.20	0.23	0.26	-0.05	0.238	0.456	(B) FLT3 non mutation
HMOX1	22q12.3	3.00	3.36	1.85	1.63	-0.36	0.238	0.456	(B) FLT3 non mutation
SLC29A2	11q13.2	2.01	1.81	1.00	1.02	0.20	0.238	0.456	(A) FLT3 mutation
TMEM230	20p13-p12.3	5.06	5.00	0.33	0.33	0.07	0.238	0.456	(A) FLT3 mutation
SMIM7	19p13.11	4.31	4.36	0.27	0.26	-0.05	0.238	0.456	(B) FLT3 non mutation
TMX2	11q12.1	5.20	5.13	0.32	0.34	0.07	0.238	0.456	(A) FLT3 mutation
RCAN3	1p36.11	2.90	3.04	0.73	0.61	-0.14	0.238	0.456	(B) FLT3 non mutation
CAPN6	Xq23	0.05	0.09	0.19	0.30	-0.05	0.238	0.456	(B) FLT3 non mutation
POLR2C	16q21	4.86	4.82	0.17	0.27	0.04	0.238	0.456	(A) FLT3 mutation
RPUSD4	11q24.2	4.04	3.95	0.41	0.40	0.08	0.238	0.456	(A) FLT3 mutation
MKRN1	7q34	5.03	4.95	0.39	0.48	0.08	0.238	0.456	(A) FLT3 mutation
PLOD3	7q22.1	4.44	4.32	0.57	0.71	0.12	0.238	0.456	(A) FLT3 mutation
HTR2A	13q14.2	0.07	0.10	0.14	0.22	-0.03	0.238	0.457	(B) FLT3 non mutation
COQ10A	12q13.3	2.67	2.57	0.48	0.54	0.10	0.239	0.457	(A) FLT3 mutation
MBTD1	17q21.33	4.19	4.29	0.49	0.54	-0.10	0.239	0.457	(B) FLT3 non mutation
CHP1P2	6q25.3	1.20	1.36	0.75	0.91	-0.16	0.239	0.457	(B) FLT3 non mutation
EPPIN	20q13.12	0.00	0.00	0.00	0.01	-0.00	0.239	0.457	(B) FLT3 non mutation
FMR1	Xq27.3	3.45	3.51	0.29	0.40	-0.07	0.239	0.457	(B) FLT3 non mutation
FLJ44635	Xq13.1	1.64	1.77	0.63	0.60	-0.12	0.239	0.457	(B) FLT3 non mutation
VARS2	6p21.33	3.51	3.43	0.38	0.51	0.09	0.239	0.457	(A) FLT3 mutation
TLR6	4p14	2.96	2.76	1.03	1.03	0.21	0.239	0.458	(A) FLT3 mutation
GAK	4p16.3	4.82	4.75	0.35	0.39	0.07	0.239	0.458	(A) FLT3 mutation
ATP11A	13q34	4.75	4.63	0.61	0.61	0.12	0.239	0.458	(A) FLT3 mutation
SMIM30	7q31.1	4.48	4.36	0.61	0.67	0.13	0.239	0.458	(A) FLT3 mutation
CNGA3	2q11.2	0.00	0.00	0.00	0.01	-0.00	0.239	0.458	(B) FLT3 non mutation
ZSCAN4	19q13.43	0.06	0.11	0.22	0.29	-0.05	0.239	0.458	(B) FLT3 non mutation
RPGRIP1	14q11.2	0.44	0.51	0.34	0.46	-0.08	0.239	0.458	(B) FLT3 non mutation
PACC1	1q32.3	3.99	3.91	0.36	0.41	0.07	0.240	0.458	(A) FLT3 mutation
SALL3	18q23	0.00	0.01	0.01	0.03	-0.00	0.240	0.458	(B) FLT3 non mutation
EDC3	15q24.1	3.88	3.81	0.39	0.33	0.08	0.240	0.458	(A) FLT3 mutation
LY6H	8q24.3	0.04	0.08	0.12	0.28	-0.04	0.240	0.458	(B) FLT3 non mutation
GDPD2	Xq13.1	0.09	0.12	0.13	0.12	-0.03	0.240	0.458	(B) FLT3 non mutation
MFSD6L	17p13.1	1.21	1.10	0.56	0.56	0.11	0.240	0.458	(A) FLT3 mutation
DDX20	1p13.2	3.10	3.03	0.34	0.35	0.07	0.240	0.458	(A) FLT3 mutation
METTL1	12q14.1	3.21	3.11	0.47	0.55	0.10	0.240	0.458	(A) FLT3 mutation
CLRN3	10q26.2	0.03	0.02	0.05	0.04	0.01	0.240	0.459	(A) FLT3 mutation
PROM2	2q11.1	0.27	0.32	0.21	0.24	-0.04	0.240	0.459	(B) FLT3 non mutation
SNX17	2p23.3	5.78	5.72	0.29	0.33	0.06	0.240	0.459	(A) FLT3 mutation
PLA2G7	6p12.3	0.51	0.67	0.79	0.81	-0.16	0.240	0.459	(B) FLT3 non mutation
ELOVL5	6p12.1	4.53	4.64	0.47	0.71	-0.11	0.240	0.459	(B) FLT3 non mutation
SLC4A5	2p13.1	3.50	3.44	0.26	0.31	0.06	0.241	0.459	(A) FLT3 mutation
PLK2	5q11.2	1.79	1.62	0.85	0.93	0.18	0.241	0.459	(A) FLT3 mutation
DNAH11	7p15.3	1.67	1.56	0.56	0.56	0.11	0.241	0.460	(A) FLT3 mutation
SNORD62B	9q34.13	2.61	2.75	0.70	0.63	-0.14	0.241	0.460	(B) FLT3 non mutation
XRCC6P5	Xq22.1	0.02	0.02	0.02	0.02	-0.00	0.241	0.460	(B) FLT3 non mutation
TRIM44	11p13	4.71	4.79	0.38	0.47	-0.08	0.241	0.460	(B) FLT3 non mutation
FLI1	11q24.3	5.84	5.94	0.52	0.41	-0.10	0.241	0.460	(B) FLT3 non mutation
FAM43A	3q29	1.99	2.17	0.88	0.93	-0.18	0.241	0.460	(B) FLT3 non mutation
VHL	3p25.3	4.88	4.95	0.30	0.35	-0.06	0.241	0.460	(B) FLT3 non mutation
CCDC17	1p34.1	2.68	2.77	0.44	0.44	-0.09	0.241	0.460	(B) FLT3 non mutation
MRPS34	16p13.3	5.04	4.94	0.44	0.56	0.09	0.241	0.460	(A) FLT3 mutation
C20ORF173	20q11.22	0.28	0.31	0.17	0.24	-0.04	0.241	0.460	(B) FLT3 non mutation
RIMKLB	12p13.31	3.08	3.28	0.95	0.96	-0.19	0.241	0.460	(B) FLT3 non mutation
PPBPP2	4q13.3	0.08	0.06	0.11	0.08	0.02	0.242	0.461	(A) FLT3 mutation
ANKRD23	2q11.2	2.72	2.60	0.57	0.54	0.11	0.242	0.461	(A) FLT3 mutation
GLRA2	Xp22.2	0.05	0.04	0.05	0.06	0.01	0.242	0.462	(A) FLT3 mutation
SYT1	12q21.2	0.18	0.26	0.40	0.52	-0.09	0.242	0.462	(B) FLT3 non mutation
MRE11	11q21	4.03	3.92	0.51	0.55	0.10	0.242	0.462	(A) FLT3 mutation
HAX1	1q21.3	4.86	4.92	0.25	0.33	-0.06	0.242	0.462	(B) FLT3 non mutation
FAM86C2P	11q13.2	1.20	1.10	0.52	0.44	0.10	0.242	0.462	(A) FLT3 mutation
TBC1D8	2q11.2	3.04	2.87	0.88	0.93	0.18	0.242	0.462	(A) FLT3 mutation
GBGT1	9q34.2	3.44	3.58	0.68	0.72	-0.14	0.243	0.462	(B) FLT3 non mutation
SNRPB	20p13	5.24	5.33	0.40	0.50	-0.09	0.243	0.462	(B) FLT3 non mutation
SNORD76	1q25.1	5.40	5.27	0.62	0.73	0.13	0.243	0.462	(A) FLT3 mutation
PANX2	22q13.33	1.34	1.50	0.75	0.89	-0.16	0.243	0.462	(B) FLT3 non mutation
DCAF4	14q24.2	2.50	2.42	0.38	0.46	0.08	0.243	0.463	(A) FLT3 mutation
PATL1	11q12.1	4.68	4.74	0.21	0.38	-0.05	0.243	0.463	(B) FLT3 non mutation
MTRES1	6q21	2.71	2.63	0.40	0.40	0.08	0.243	0.463	(A) FLT3 mutation
HTR1F	3p12	1.86	1.58	1.34	1.51	0.28	0.243	0.463	(A) FLT3 mutation
SLC4A1AP	2p23.3	3.61	3.56	0.24	0.24	0.05	0.243	0.463	(A) FLT3 mutation
CARMIL2	16q22.1	3.83	3.62	1.00	1.10	0.21	0.243	0.463	(A) FLT3 mutation
GEN1	2p24.2	3.19	3.08	0.59	0.61	0.12	0.243	0.463	(A) FLT3 mutation
TESPA1	12q13.2	4.69	4.45	1.17	1.32	0.24	0.243	0.463	(A) FLT3 mutation
CTSK	1q21.3	2.63	2.72	0.45	0.54	-0.10	0.243	0.463	(B) FLT3 non mutation
ARID5B	10q21.2	2.39	2.55	0.72	0.93	-0.16	0.243	0.463	(B) FLT3 non mutation
VMA21	Xq28	4.86	4.77	0.42	0.44	0.08	0.243	0.463	(A) FLT3 mutation
TATDN3	1q32.3	3.02	2.95	0.33	0.36	0.07	0.243	0.463	(A) FLT3 mutation
RPS15A	16p12.3	7.41	7.51	0.48	0.57	-0.10	0.244	0.463	(B) FLT3 non mutation
CTAG2	Xq28	0.01	0.06	0.04	0.43	-0.05	0.244	0.463	(B) FLT3 non mutation
APOBEC3G	22q13.1	3.52	3.61	0.44	0.50	-0.09	0.244	0.463	(B) FLT3 non mutation
SLC43A3	11q12.1	5.70	5.81	0.46	0.64	-0.10	0.244	0.463	(B) FLT3 non mutation
CAPN15	16p13.3	4.29	4.19	0.48	0.60	0.10	0.244	0.463	(A) FLT3 mutation
PAX8	2q14.1	0.88	1.06	0.88	0.94	-0.18	0.244	0.463	(B) FLT3 non mutation
TSC1	9q34	3.65	3.57	0.37	0.42	0.08	0.244	0.463	(A) FLT3 mutation
LRRC49	15q23	0.27	0.21	0.33	0.27	0.06	0.244	0.463	(A) FLT3 mutation
HES7	17p13.1	0.09	0.07	0.10	0.10	0.02	0.244	0.463	(A) FLT3 mutation
PLPP7	9q34.13	0.81	0.66	0.74	0.72	0.15	0.244	0.463	(A) FLT3 mutation
OXR1	8q23.1	3.67	3.75	0.34	0.49	-0.08	0.244	0.464	(B) FLT3 non mutation
ARRB1	11q13.4	5.73	5.63	0.53	0.50	0.10	0.244	0.464	(A) FLT3 mutation
GNAI3	1p13.3	4.64	4.71	0.35	0.35	-0.07	0.244	0.464	(B) FLT3 non mutation
SNRPC	6p21.31	5.98	6.05	0.35	0.44	-0.08	0.244	0.464	(B) FLT3 non mutation
VAC14	16q22.1-q22.2	3.85	3.79	0.24	0.34	0.05	0.244	0.464	(A) FLT3 mutation
FAM106A	17p11.2	0.91	0.75	0.83	0.76	0.16	0.244	0.464	(A) FLT3 mutation
SNORD121A	9p13.3	1.64	1.76	0.59	0.59	-0.12	0.244	0.464	(B) FLT3 non mutation
PPP1R11	6p22.1	5.13	5.18	0.27	0.34	-0.06	0.244	0.464	(B) FLT3 non mutation
SYT9	11p15.4	0.08	0.10	0.07	0.09	-0.02	0.244	0.464	(B) FLT3 non mutation
ZFP69	1p34.2	2.47	2.57	0.47	0.43	-0.09	0.244	0.464	(B) FLT3 non mutation
METTL5	2q31.1	4.48	4.40	0.41	0.44	0.08	0.244	0.464	(A) FLT3 mutation
LUZP6	7q33	6.24	6.14	0.49	0.55	0.10	0.244	0.464	(A) FLT3 mutation
ZNF823	19p13.2	1.99	1.89	0.51	0.57	0.10	0.245	0.464	(A) FLT3 mutation
RPP14	3p14.3	3.31	3.25	0.31	0.30	0.06	0.245	0.464	(A) FLT3 mutation
RFK	9q21.13	3.42	3.52	0.49	0.54	-0.10	0.245	0.464	(B) FLT3 non mutation
RCAN2	6p12.3	0.18	0.11	0.45	0.12	0.08	0.245	0.464	(A) FLT3 mutation
ZNF692	1q44	4.14	4.04	0.47	0.60	0.10	0.245	0.464	(A) FLT3 mutation
CERS1	19p13.11	0.92	1.06	0.65	0.86	-0.14	0.245	0.464	(B) FLT3 non mutation
FRRS1	1p21.2	1.86	1.98	0.55	0.71	-0.12	0.245	0.465	(B) FLT3 non mutation
DNAJA3	16p13.3	4.26	4.20	0.33	0.33	0.07	0.245	0.465	(A) FLT3 mutation
ABHD17A	19p13.3	2.75	2.86	0.56	0.55	-0.11	0.245	0.465	(B) FLT3 non mutation
BAIAP2	17q25.3	1.93	1.80	0.64	0.73	0.13	0.245	0.465	(A) FLT3 mutation
KIF24	9p13.3	2.31	2.20	0.56	0.47	0.11	0.245	0.465	(A) FLT3 mutation
CTSW	11q13.1	6.43	6.13	1.46	1.74	0.31	0.245	0.465	(A) FLT3 mutation
SNORA36A	Xq28	1.71	1.82	0.55	0.57	-0.11	0.245	0.465	(B) FLT3 non mutation
KCNA4	11p14.1	0.00	0.00	0.01	0.01	-0.00	0.245	0.465	(B) FLT3 non mutation
UNC119	17q11.2	3.89	3.73	0.84	0.76	0.16	0.245	0.465	(A) FLT3 mutation
NVL	1q42.11	3.93	3.87	0.29	0.29	0.06	0.245	0.465	(A) FLT3 mutation
UGT1A8	2q37.1	0.01	0.02	0.03	0.07	-0.01	0.245	0.465	(B) FLT3 non mutation
SEPTIN2	2q37.3	6.06	6.01	0.26	0.31	0.05	0.245	0.465	(A) FLT3 mutation
SLC7A4	22q11.21	0.05	0.07	0.08	0.13	-0.02	0.245	0.465	(B) FLT3 non mutation
ABLIM1	10q25.3	2.39	2.63	1.14	1.30	-0.24	0.246	0.465	(B) FLT3 non mutation
TPH2	12q21.1	0.01	0.02	0.03	0.04	-0.01	0.246	0.465	(B) FLT3 non mutation
SNORA8	11q21	4.39	4.28	0.51	0.56	0.10	0.246	0.466	(A) FLT3 mutation
NEUROG2	4q25	0.01	0.01	0.02	0.02	0.00	0.246	0.466	(A) FLT3 mutation
OR2AK2	1q44	0.68	0.80	0.52	0.66	-0.11	0.246	0.466	(B) FLT3 non mutation
CCN4	8q24.22	0.06	0.08	0.09	0.13	-0.02	0.246	0.466	(B) FLT3 non mutation
MITD1	2q11.2	4.46	4.38	0.42	0.37	0.08	0.246	0.466	(A) FLT3 mutation
TSSK3	1p35.1	3.80	3.90	0.51	0.58	-0.11	0.246	0.466	(B) FLT3 non mutation
SPNS1	16p11.2	3.86	3.95	0.48	0.50	-0.10	0.246	0.466	(B) FLT3 non mutation
MMP10	11q22.2	0.01	0.00	0.02	0.01	0.00	0.246	0.466	(A) FLT3 mutation
GPR151	5q32	0.18	0.14	0.19	0.18	0.04	0.246	0.466	(A) FLT3 mutation
TUBA1A	12q13.12	6.48	6.34	0.72	0.75	0.14	0.246	0.466	(A) FLT3 mutation
TIMP2	17q25.3	5.87	5.73	0.70	0.72	0.14	0.246	0.466	(A) FLT3 mutation
PYGO2	1q21.3	4.49	4.42	0.31	0.41	0.07	0.246	0.466	(A) FLT3 mutation
AVP	20p13	0.29	0.17	0.60	0.55	0.12	0.246	0.466	(A) FLT3 mutation
EPB41L4A	5q22.1-q22.2	1.25	1.33	0.40	0.47	-0.08	0.247	0.466	(B) FLT3 non mutation
RAB23	6p12.1-p11.2	1.21	1.08	0.69	0.65	0.13	0.247	0.466	(A) FLT3 mutation
ATP5MC1	17q21.32	5.43	5.33	0.46	0.59	0.10	0.247	0.466	(A) FLT3 mutation
GRK6	5q35.3	5.11	4.99	0.61	0.57	0.12	0.247	0.466	(A) FLT3 mutation
CAMK1D	10p13	2.74	2.54	0.97	1.07	0.20	0.247	0.466	(A) FLT3 mutation
CCL13	17q12	0.09	0.14	0.24	0.26	-0.05	0.247	0.466	(B) FLT3 non mutation
INKA1	3p21.31	3.84	3.68	0.78	0.99	0.17	0.247	0.466	(A) FLT3 mutation
CHMP4B	20q11.22	5.42	5.33	0.45	0.43	0.09	0.247	0.466	(A) FLT3 mutation
PDE11A	2q31.2	0.03	0.02	0.06	0.04	0.01	0.247	0.466	(A) FLT3 mutation
RFPL3S	22q12.3	0.82	0.90	0.38	0.41	-0.08	0.247	0.466	(B) FLT3 non mutation
SNRNP35	12q24.31	3.03	2.98	0.23	0.26	0.05	0.247	0.466	(A) FLT3 mutation
PAX6	11p13	0.63	0.59	0.22	0.19	0.04	0.247	0.466	(A) FLT3 mutation
MLF2	12p13.31	5.82	5.75	0.34	0.45	0.07	0.247	0.466	(A) FLT3 mutation
SNORD79	1q25.1	4.56	4.41	0.79	0.67	0.15	0.247	0.466	(A) FLT3 mutation
TTC38	22q13.31	4.01	3.90	0.56	0.61	0.11	0.247	0.466	(A) FLT3 mutation
H4C7	6p22.2	0.02	0.03	0.05	0.10	-0.01	0.247	0.466	(B) FLT3 non mutation
SNORA40	11q21	4.21	4.10	0.51	0.66	0.11	0.247	0.467	(A) FLT3 mutation
COPB2	3q23	4.47	4.39	0.37	0.40	0.08	0.247	0.467	(A) FLT3 mutation
SLA	8q24.22	4.13	4.31	0.87	0.99	-0.18	0.247	0.467	(B) FLT3 non mutation
SCGB3A2	5q32	0.08	0.13	0.18	0.38	-0.05	0.247	0.467	(B) FLT3 non mutation
CCKAR	4p15.2	0.00	0.01	0.01	0.08	-0.01	0.247	0.467	(B) FLT3 non mutation
RPSAP47	8q21.13	0.17	0.19	0.10	0.13	-0.02	0.247	0.467	(B) FLT3 non mutation
NMD3	3q26.1	3.98	3.90	0.37	0.44	0.08	0.247	0.467	(A) FLT3 mutation
LRRC47	1p36.32	4.34	4.38	0.18	0.32	-0.04	0.247	0.467	(B) FLT3 non mutation
CPA6	8q13.2	1.07	0.92	0.69	0.79	0.14	0.247	0.467	(A) FLT3 mutation
PCDHGA10	5q31.3	1.98	2.18	0.96	1.02	-0.19	0.247	0.467	(B) FLT3 non mutation
METTL21A	2q33.3	2.79	2.70	0.45	0.44	0.09	0.248	0.467	(A) FLT3 mutation
SPATA2	20q13.13	2.62	2.56	0.32	0.36	0.07	0.248	0.467	(A) FLT3 mutation
CDH18	5p14.3	0.00	0.02	0.00	0.22	-0.02	0.248	0.467	(B) FLT3 non mutation
POLR2G	11q12.3	4.95	4.89	0.27	0.35	0.06	0.248	0.467	(A) FLT3 mutation
PKHD1L1	8q23.1-q23.2	0.10	0.14	0.15	0.28	-0.04	0.248	0.467	(B) FLT3 non mutation
RP1L1	8p23.1	0.07	0.09	0.08	0.12	-0.02	0.248	0.467	(B) FLT3 non mutation
HMGCL	1p36.11	2.84	2.78	0.26	0.31	0.05	0.248	0.467	(A) FLT3 mutation
TEDC1	14q32.33	2.47	2.35	0.55	0.68	0.12	0.248	0.467	(A) FLT3 mutation
STYX	14q22.1	3.76	3.85	0.49	0.54	-0.10	0.248	0.467	(B) FLT3 non mutation
DPH7	9q34.3	3.30	3.23	0.34	0.39	0.07	0.248	0.468	(A) FLT3 mutation
AMER2	13q12.13	0.00	0.00	0.00	0.01	-0.00	0.248	0.468	(B) FLT3 non mutation
KLHL4	Xq21.31	0.08	0.05	0.18	0.10	0.03	0.248	0.468	(A) FLT3 mutation
PARP8	5q11.1	5.21	5.00	0.99	1.24	0.21	0.248	0.468	(A) FLT3 mutation
MRPL12	17q25.3	4.84	4.74	0.45	0.57	0.10	0.248	0.468	(A) FLT3 mutation
LRATD1	2p24.3	0.06	0.13	0.31	0.39	-0.07	0.248	0.468	(B) FLT3 non mutation
GLIS2	16p13.3	0.77	0.83	0.25	0.41	-0.06	0.248	0.468	(B) FLT3 non mutation
SYNE3	14q32.13	4.29	4.15	0.64	0.81	0.14	0.248	0.468	(A) FLT3 mutation
DHCR7	11q13.4	3.29	3.14	0.72	0.89	0.15	0.249	0.468	(A) FLT3 mutation
RTP1	3q27.3	0.00	0.01	0.01	0.05	-0.01	0.249	0.468	(B) FLT3 non mutation
MRPS35	12p11.22	4.53	4.45	0.37	0.41	0.08	0.249	0.468	(A) FLT3 mutation
ASXL2	2p23.3	3.87	3.98	0.57	0.51	-0.11	0.249	0.469	(B) FLT3 non mutation
FUT8	14q23.3	2.85	2.95	0.49	0.65	-0.11	0.249	0.469	(B) FLT3 non mutation
CCDC142	2p13.1	3.06	3.00	0.30	0.36	0.06	0.249	0.469	(A) FLT3 mutation
MIR99AHG	21q21.1	0.35	0.43	0.35	0.57	-0.08	0.249	0.469	(B) FLT3 non mutation
RGS9BP	19q13.11	0.42	0.51	0.41	0.53	-0.09	0.249	0.469	(B) FLT3 non mutation
TSC22D4	7q22.1	5.27	5.17	0.50	0.57	0.10	0.249	0.469	(A) FLT3 mutation
HBP1	7q22.3	4.19	4.12	0.30	0.43	0.07	0.249	0.469	(A) FLT3 mutation
BCL6	3q27.3	3.41	3.71	1.63	1.26	-0.30	0.249	0.469	(B) FLT3 non mutation
NBEA	13q13.3	0.59	0.71	0.59	0.65	-0.12	0.249	0.469	(B) FLT3 non mutation
CYP2R1	11p15.2	3.03	2.95	0.38	0.39	0.08	0.249	0.469	(A) FLT3 mutation
H2AC25		0.63	0.85	1.14	1.03	-0.22	0.249	0.469	(B) FLT3 non mutation
CASKIN2	17q25.1	1.28	1.43	0.79	0.78	-0.16	0.249	0.469	(B) FLT3 non mutation
TBC1D22A	22q13.31	3.65	3.71	0.31	0.31	-0.06	0.250	0.469	(B) FLT3 non mutation
KCNA7	19q13.33	0.01	0.02	0.01	0.17	-0.02	0.250	0.469	(B) FLT3 non mutation
SGCB	4q12	0.72	0.83	0.57	0.59	-0.11	0.250	0.470	(B) FLT3 non mutation
MYL10	7q22.1	0.00	0.00	0.01	0.02	-0.00	0.250	0.470	(B) FLT3 non mutation
OTUB2	14q32.12	1.02	0.96	0.29	0.35	0.06	0.250	0.470	(A) FLT3 mutation
PCDHGC5	5q31.3	1.97	2.16	0.96	1.03	-0.19	0.250	0.470	(B) FLT3 non mutation
ZNF517	8q24.3	1.74	1.82	0.38	0.41	-0.08	0.250	0.470	(B) FLT3 non mutation
TMEM179B	11q12.3	5.55	5.48	0.35	0.42	0.07	0.250	0.470	(A) FLT3 mutation
MIF	22q11.23	6.92	6.77	0.68	0.87	0.14	0.250	0.470	(A) FLT3 mutation
ANXA6	5q33.1	5.73	5.58	0.74	0.90	0.15	0.250	0.470	(A) FLT3 mutation
BMS1	10q11.21	4.02	3.96	0.30	0.34	0.06	0.250	0.470	(A) FLT3 mutation
ATP6V1E2	2p21	1.53	1.48	0.28	0.29	0.06	0.250	0.470	(A) FLT3 mutation
PTEN	10q23.31	5.05	5.14	0.41	0.50	-0.09	0.250	0.470	(B) FLT3 non mutation
STAP1	4q13.2	2.89	3.08	0.86	1.15	-0.19	0.250	0.470	(B) FLT3 non mutation
SLC13A1	7q31.32	0.00	0.00	0.00	0.01	-0.00	0.250	0.470	(B) FLT3 non mutation
SFPQ	1p34.3	7.24	7.17	0.40	0.39	0.08	0.250	0.470	(A) FLT3 mutation
RAD21	8q24.11	6.06	6.15	0.39	0.51	-0.08	0.250	0.470	(B) FLT3 non mutation
CGNL1	15q21.3	0.20	0.12	0.43	0.22	0.08	0.250	0.470	(A) FLT3 mutation
SLC47A2	17p11.2	0.18	0.21	0.17	0.18	-0.03	0.250	0.470	(B) FLT3 non mutation
LINC00926	15q21.3	3.17	3.39	1.00	1.37	-0.22	0.251	0.471	(B) FLT3 non mutation
EFCAB13	17q21.32	2.49	2.61	0.58	0.65	-0.12	0.251	0.471	(B) FLT3 non mutation
ERI3	1p34.1	4.24	4.16	0.39	0.44	0.08	0.251	0.471	(A) FLT3 mutation
SPICE1	3q13.2	2.47	2.38	0.49	0.42	0.09	0.251	0.471	(A) FLT3 mutation
HYAL1	3p21.31	1.19	1.12	0.35	0.37	0.07	0.251	0.471	(A) FLT3 mutation
HBBP1	11p15.4	0.49	0.65	0.72	1.06	-0.16	0.251	0.471	(B) FLT3 non mutation
MFSD4A	1q32.1	0.96	1.02	0.30	0.32	-0.06	0.251	0.471	(B) FLT3 non mutation
FAM177B	1q41	0.53	0.64	0.55	0.59	-0.11	0.251	0.471	(B) FLT3 non mutation
PCDH9	13q21.32	0.41	0.56	0.61	1.04	-0.15	0.251	0.471	(B) FLT3 non mutation
DCAF16	4p15.31	4.45	4.35	0.50	0.50	0.10	0.251	0.471	(A) FLT3 mutation
ACTL6A	3q26.33	4.91	4.81	0.54	0.41	0.10	0.251	0.471	(A) FLT3 mutation
LINC00324	17p13.1	1.51	1.62	0.56	0.53	-0.11	0.251	0.471	(B) FLT3 non mutation
HCG4B	6p22.1	4.27	4.43	0.82	0.74	-0.16	0.251	0.471	(B) FLT3 non mutation
